subject,ref,page,book bibliographic info,number,C
Pitys,4.2079,280,147,8713,5837818
Pitys,4.1999,279,147,8713,5837819
Pitys,4.2010,280,147,8713,5837820
Pitys,4.2029,279,147,8713,5837821
Pitys,4.2031,257,147,8713,5837822
Pitys,4.2030,279,147,8713,5837823
Pitys,4.2095,280,147,8713,5837824
Pitys,4.1933,258,147,8713,5837825
Pitys,4.2030,257,147,8713,5837826
Pitys,4.2009,280,147,8713,5837827
Pitys,4.2031,279,147,8713,5837828
Pitys,4.2109,256,147,8713,5837829
Pitys,4.1931,279,147,8713,5837830
Pitys,4.1930,279,147,8713,5837831
Pitys,4.1934,258,147,8713,5837832
Pitys,4.2029,257,147,8713,5837833
Pitys,4.2032,279,147,8713,5837834
Pitys,4.1935,258,147,8713,5837835
Pitys,4.2028,257,147,8713,5837836
Pitys,4.2097,280,147,8713,5837837
Pitys,4.2033,279,147,8713,5837838
Pitys,4.2008,280,147,8713,5837839
Pitys,4.1936,258,147,8713,5837840
Pitys,4.2027,257,147,8713,5837841
Pitys,4.2096,280,147,8713,5837842
Pitys,4.1932,258,147,8713,5837843
Pitys,4.2028,279,147,8713,5837844
Pitys,4.2108,256,147,8713,5837845
Pitys,4.2063,256,147,8713,5837846
Pitys,4.2036,257,147,8713,5837847
Pitys,4.1933,279,147,8713,5837848
Pitys,4.2023,279,147,8713,5837849
Pitys,4.2092,280,147,8713,5837850
Pitys,4.1928,258,147,8713,5837851
Pitys,4.2012,280,147,8713,5837852
Pitys,4.2035,257,147,8713,5837853
Pitys,4.2024,279,147,8713,5837854
Pitys,4.2107,256,147,8713,5837855
Pitys,4.1929,258,147,8713,5837856
Pitys,4.2025,279,147,8713,5837857
Pitys,4.2034,257,147,8713,5837858
Pitys,4.2093,280,147,8713,5837859
Pitys,4.1932,279,147,8713,5837860
Pitys,4.2011,280,147,8713,5837861
Pitys,4.1930,258,147,8713,5837862
Pitys,4.2026,279,147,8713,5837863
Pitys,4.2033,257,147,8713,5837864
Pitys,4.2094,280,147,8713,5837865
Pitys,4.2027,279,147,8713,5837866
Pitys,4.1931,258,147,8713,5837867
Pitys,4.2032,257,147,8713,5837868
Pitys,4.2110,256,147,8713,5837869
Pitys,4.2022,279,147,8713,5837870
Pitys,4.2034,279,147,8713,5837871
Pitys,4.1929,279,147,8713,5837872
Pitys,4.2020,257,147,8713,5837873
Pitys,4.2040,279,147,8713,5837874
Pitys,4.1943,258,147,8713,5837875
Pitys,4.2113,256,147,8713,5837876
Pitys,711,279,147,57682,5837877
Pitys,4.2004,280,147,8713,5837878
Pitys,4.2041,279,147,8713,5837879
Pitys,4.2019,257,147,8713,5837880
Pitys,4.1944,258,147,8713,5837881
Pitys,4.2103,280,147,8713,5837882
Pitys,4.2102,280,147,8713,5837883
Pitys,4.1945,258,147,8713,5837884
Pitys,4.2042,279,147,8713,5837885
Pitys,4.2003,280,147,8713,5837886
Pitys,4.2017,257,147,8713,5837887
Pitys,4.2114,256,147,8713,5837888
Pitys,4.2043,279,147,8713,5837889
Pitys,4.2002,280,147,8713,5837890
Pitys,4.2104,280,147,8713,5837891
Pitys,502,279,147,57682,5837892
Pitys,4.1946,258,147,8713,5837893
Pitys,4.2016,257,147,8713,5837894
Pitys,4.2018,257,147,8713,5837895
Pitys,4.2021,257,147,8713,5837896
Pitys,4.2039,279,147,8713,5837897
Pitys,4.1942,258,147,8713,5837898
Pitys,4.2098,280,147,8713,5837899
Pitys,4.2026,257,147,8713,5837900
Pitys,4.2007,280,147,8713,5837901
Pitys,4.2035,279,147,8713,5837902
Pitys,4.1938,258,147,8713,5837903
Pitys,4.2025,257,147,8713,5837904
Pitys,4.2099,280,147,8713,5837905
Pitys,4.2036,279,147,8713,5837906
Pitys,4.2111,256,147,8713,5837907
Pitys,4.2024,257,147,8713,5837908
Pitys,4.1939,258,147,8713,5837909
Pitys,4.2006,280,147,8713,5837910
Pitys,4.1940,258,147,8713,5837911
Pitys,4.2037,279,147,8713,5837912
Pitys,4.2023,257,147,8713,5837913
Pitys,4.1928,279,147,8713,5837914
Pitys,4.2100,280,147,8713,5837915
Pitys,4.2038,279,147,8713,5837916
Pitys,4.1941,258,147,8713,5837917
Pitys,4.2022,257,147,8713,5837918
Pitys,4.2112,256,147,8713,5837919
Pitys,4.2005,280,147,8713,5837920
Pitys,4.2101,280,147,8713,5837921
Pitys,4.1937,258,147,8713,5837922
Pitys,4.2128,257,147,8713,5837923
Pitys,4.2144,257,147,8713,5837924
Pitys,4.2037,257,147,8713,5837925
Pitys,4.2023,280,147,8713,5837926
Pitys,4.2051,257,147,8713,5837927
Pitys,4.2006,279,147,8713,5837928
Pitys,4.2022,280,147,8713,5837929
Pitys,4.2050,257,147,8713,5837930
Pitys,4.2133,257,147,8713,5837931
Pitys,4.2007,279,147,8713,5837932
Pitys,4.2101,256,147,8713,5837933
Pitys,4.2083,280,147,8713,5837934
Pitys,4.1938,279,147,8713,5837935
Pitys,4.2005,279,147,8713,5837936
Pitys,4.2049,257,147,8713,5837937
Pitys,4.2021,280,147,8713,5837938
Pitys,4.2134,257,147,8713,5837939
Pitys,4.2020,280,147,8713,5837940
Pitys,4.2048,257,147,8713,5837941
Pitys,4.2009,279,147,8713,5837942
Pitys,4.2084,280,147,8713,5837943
Pitys,4.2067,256,147,8713,5837944
Pitys,4.2135,257,147,8713,5837945
Pitys,4.2047,257,147,8713,5837946
Pitys,4.2102,256,147,8713,5837947
Pitys,4.2008,279,147,8713,5837948
Pitys,4.2132,257,147,8713,5837949
Pitys,4.2068,256,147,8713,5837950
Pitys,4.1939,279,147,8713,5837951
Pitys,4.2026,280,147,8713,5837952
Pitys,4.2056,257,147,8713,5837953
Pitys,4.2129,257,147,8713,5837954
Pitys,4.2000,279,147,8713,5837955
Pitys,4.2080,280,147,8713,5837956
Pitys,4.2055,257,147,8713,5837957
Pitys,4.2069,256,147,8713,5837958
Pitys,4.2099,256,147,8713,5837959
Pitys,4.2001,279,147,8713,5837960
Pitys,4.2130,257,147,8713,5837961
Pitys,4.2025,280,147,8713,5837962
Pitys,4.1940,279,147,8713,5837963
Pitys,4.2054,257,147,8713,5837964
Pitys,4.2002,279,147,8713,5837965
Pitys,4.2081,280,147,8713,5837966
Pitys,4.2131,257,147,8713,5837967
Pitys,4.2003,279,147,8713,5837968
Pitys,4.2053,257,147,8713,5837969
Pitys,4.2024,280,147,8713,5837970
Pitys,4.2082,280,147,8713,5837971
Pitys,4.2004,279,147,8713,5837972
Pitys,4.2052,257,147,8713,5837973
Pitys,4.2100,256,147,8713,5837974
Pitys,4.2019,280,147,8713,5837975
Pitys,4.2106,256,147,8713,5837976
Pitys,4.2010,279,147,8713,5837977
Pitys,4.2046,257,147,8713,5837978
Pitys,4.2140,257,147,8713,5837979
Pitys,4.1935,279,147,8713,5837980
Pitys,4.2015,280,147,8713,5837981
Pitys,4.2089,280,147,8713,5837982
Pitys,4.2017,279,147,8713,5837983
Pitys,4.2040,257,147,8713,5837984
Pitys,4.2141,257,147,8713,5837985
Pitys,4.2105,256,147,8713,5837986
Pitys,4.2064,256,147,8713,5837987
Pitys,4.2018,279,147,8713,5837988
Pitys,4.2041,257,147,8713,5837989
Pitys,4.2039,257,147,8713,5837990
Pitys,4.2142,257,147,8713,5837991
Pitys,4.2019,279,147,8713,5837992
Pitys,4.2090,280,147,8713,5837993
Pitys,4.1934,279,147,8713,5837994
Pitys,4.2038,257,147,8713,5837995
Pitys,4.2020,279,147,8713,5837996
Pitys,4.2143,257,147,8713,5837997
Pitys,4.2013,280,147,8713,5837998
Pitys,4.2091,280,147,8713,5837999
Pitys,4.2021,279,147,8713,5838000
Pitys,4.2014,280,147,8713,5838001
Pitys,4.2016,279,147,8713,5838002
Pitys,4.2088,280,147,8713,5838003
Pitys,4.2065,256,147,8713,5838004
Pitys,4.2085,280,147,8713,5838005
Pitys,4.2011,279,147,8713,5838006
Pitys,4.2018,280,147,8713,5838007
Pitys,4.2136,257,147,8713,5838008
Pitys,4.2045,257,147,8713,5838009
Pitys,4.2066,256,147,8713,5838010
Pitys,4.2012,279,147,8713,5838011
Pitys,4.2103,256,147,8713,5838012
Pitys,4.2137,257,147,8713,5838013
Pitys,4.2086,280,147,8713,5838014
Pitys,4.2044,257,147,8713,5838015
Pitys,4.2017,280,147,8713,5838016
Pitys,4.2138,257,147,8713,5838017
Pitys,4.2013,279,147,8713,5838018
Pitys,4.2043,257,147,8713,5838019
Pitys,4.1936,279,147,8713,5838020
Pitys,4.2087,280,147,8713,5838021
Pitys,4.2016,280,147,8713,5838022
Pitys,4.2014,279,147,8713,5838023
Pitys,4.2139,257,147,8713,5838024
Pitys,4.2015,279,147,8713,5838025
Pitys,4.2042,257,147,8713,5838026
Pitys,4.2104,256,147,8713,5838027
Pitys,4.1937,279,147,8713,5838028
Pitys,4.1928,273,147,8713,5838029
Pitys,4.1948,257,147,8713,5838030
Pitys,4.2137,279,147,8713,5838031
Pitys,4.2089,276,147,8713,5838032
Pitys,4.2088,276,147,8713,5838033
Pitys,4.2010,281,147,8713,5838034
Pitys,4.1965,273,147,8713,5838035
Pitys,4.2087,276,147,8713,5838036
Pitys,4.2086,276,147,8713,5838037
Pitys,4.2085,276,147,8713,5838038
Pitys,4.2011,281,147,8713,5838039
Pitys,4.2084,276,147,8713,5838040
Pitys,4.2083,276,147,8713,5838041
Pitys,4.2082,276,147,8713,5838042
Pitys,4.2081,276,147,8713,5838043
Pitys,4.2012,281,147,8713,5838044
Pitys,4.2080,276,147,8713,5838045
Pitys,4.2079,276,147,8713,5838046
Pitys,4.2078,276,147,8713,5838047
Pitys,4.2013,281,147,8713,5838048
Pitys,4.2077,276,147,8713,5838049
Pitys,4.2124,258,147,8713,5838050
Pitys,4.2076,276,147,8713,5838051
Pitys,4.2075,276,147,8713,5838052
Pitys,4.2014,281,147,8713,5838053
Pitys,4.2074,276,147,8713,5838054
Pitys,4.2073,276,147,8713,5838055
Pitys,4.2072,276,147,8713,5838056
Pitys,4.2090,276,147,8713,5838057
Pitys,4.2015,281,147,8713,5838058
Pitys,4.2009,281,147,8713,5838059
Pitys,4.2092,276,147,8713,5838060
Pitys,4.2003,281,147,8713,5838061
Pitys,4.2107,276,147,8713,5838062
Pitys,4.2106,276,147,8713,5838063
Pitys,4.2122,258,147,8713,5838064
Pitys,4.2004,281,147,8713,5838065
Pitys,4.2105,276,147,8713,5838066
Pitys,4.2104,276,147,8713,5838067
Pitys,4.2123,261,147,8713,5838068
Pitys,4.2103,276,147,8713,5838069
Pitys,4.2005,281,147,8713,5838070
Pitys,4.2102,276,147,8713,5838071
Pitys,4.2101,276,147,8713,5838072
Pitys,4.2100,276,147,8713,5838073
Pitys,4.2099,276,147,8713,5838074
Pitys,4.2006,281,147,8713,5838075
Pitys,4.2098,276,147,8713,5838076
Pitys,4.2123,258,147,8713,5838077
Pitys,4.2097,276,147,8713,5838078
Pitys,4.2007,281,147,8713,5838079
Pitys,4.2096,276,147,8713,5838080
Pitys,4.2122,261,147,8713,5838081
Pitys,4.2095,276,147,8713,5838082
Pitys,4.2008,281,147,8713,5838083
Pitys,4.2094,276,147,8713,5838084
Pitys,4.2093,276,147,8713,5838085
Pitys,4.2091,276,147,8713,5838086
Pitys,4.2071,276,147,8713,5838087
Pitys,4.2070,276,147,8713,5838088
Pitys,4.2069,276,147,8713,5838089
Pitys,4.2048,276,147,8713,5838090
Pitys,4.2047,276,147,8713,5838091
Pitys,4.2046,276,147,8713,5838092
Pitys,4.2023,281,147,8713,5838093
Pitys,4.2045,276,147,8713,5838094
Pitys,4.2126,258,147,8713,5838095
Pitys,4.2044,276,147,8713,5838096
Pitys,4.2043,276,147,8713,5838097
Pitys,4.2024,281,147,8713,5838098
Pitys,4.2042,276,147,8713,5838099
Pitys,4.2041,276,147,8713,5838100
Pitys,4.2040,276,147,8713,5838101
Pitys,4.2039,276,147,8713,5838102
Pitys,4.2025,281,147,8713,5838103
Pitys,4.2127,258,147,8713,5838104
Pitys,4.2038,276,147,8713,5838105
Pitys,4.2037,276,147,8713,5838106
Pitys,4.2036,276,147,8713,5838107
Pitys,4.2026,281,147,8713,5838108
Pitys,4.2035,276,147,8713,5838109
Pitys,4.1966,273,147,8713,5838110
Pitys,4.2034,276,147,8713,5838111
Pitys,4.1982,262,147,8713,5838112
Pitys,4.2033,276,147,8713,5838113
Pitys,4.2032,276,147,8713,5838114
Pitys,4.2120,261,147,8713,5838115
Pitys,4.2022,281,147,8713,5838116
Pitys,4.2049,276,147,8713,5838117
Pitys,4.2050,276,147,8713,5838118
Pitys,4.2016,281,147,8713,5838119
Pitys,4.2125,258,147,8713,5838120
Pitys,4.2068,276,147,8713,5838121
Pitys,4.2067,276,147,8713,5838122
Pitys,4.2066,276,147,8713,5838123
Pitys,4.2017,281,147,8713,5838124
Pitys,4.2065,276,147,8713,5838125
Pitys,4.2064,276,147,8713,5838126
Pitys,4.2063,276,147,8713,5838127
Pitys,4.2062,276,147,8713,5838128
Pitys,4.2018,281,147,8713,5838129
Pitys,4.2061,276,147,8713,5838130
Pitys,4.2108,276,147,8713,5838131
Pitys,4.2060,276,147,8713,5838132
Pitys,4.2121,261,147,8713,5838133
Pitys,4.2019,281,147,8713,5838134
Pitys,4.2058,276,147,8713,5838135
Pitys,4.2057,276,147,8713,5838136
Pitys,4.2056,276,147,8713,5838137
Pitys,4.2055,276,147,8713,5838138
Pitys,4.2020,281,147,8713,5838139
Pitys,4.2054,276,147,8713,5838140
Pitys,4.2053,276,147,8713,5838141
Pitys,4.2021,281,147,8713,5838142
Pitys,4.2052,276,147,8713,5838143
Pitys,4.2051,276,147,8713,5838144
Pitys,4.2059,276,147,8713,5838145
Pitys,4.2031,276,147,8713,5838146
Pitys,4.1964,273,147,8713,5838147
Pitys,4.2109,276,147,8713,5838148
Pitys,4.1940,278,147,8713,5838149
Pitys,4.1939,278,147,8713,5838150
Pitys,4.1983,281,147,8713,5838151
Pitys,4.1938,278,147,8713,5838152
Pitys,4.1937,278,147,8713,5838153
Pitys,4.1936,278,147,8713,5838154
Pitys,4.1984,281,147,8713,5838155
Pitys,4.2114,258,147,8713,5838156
Pitys,4.2130,261,147,8713,5838157
Pitys,4.1962,273,147,8713,5838158
Pitys,4.1985,281,147,8713,5838159
Pitys,4.1935,278,147,8713,5838160
Pitys,4.2115,258,147,8713,5838161
Pitys,4.2043,258,147,8713,5838162
Pitys,4.1933,278,147,8713,5838163
Pitys,4.1986,281,147,8713,5838164
Pitys,4.1932,278,147,8713,5838165
Pitys,4.1931,278,147,8713,5838166
Pitys,4.1930,278,147,8713,5838167
Pitys,4.1987,281,147,8713,5838168
Pitys,4.2129,261,147,8713,5838169
Pitys,4.1929,278,147,8713,5838170
Pitys,4.2116,258,147,8713,5838171
Pitys,4.2128,261,147,8713,5838172
Pitys,4.1988,281,147,8713,5838173
Pitys,4.1961,273,147,8713,5838174
Pitys,4.1928,278,147,8713,5838175
Pitys,4.1982,281,147,8713,5838176
Pitys,4.1941,278,147,8713,5838177
Pitys,4.2135,261,147,8713,5838178
Pitys,4.1951,278,147,8713,5838179
Pitys,4.2111,258,147,8713,5838180
Pitys,4.2134,261,147,8713,5838181
Pitys,4.1976,281,147,8713,5838182
Pitys,4.1950,278,147,8713,5838183
Pitys,4.1960,273,147,8713,5838184
Pitys,4.1949,278,147,8713,5838185
Pitys,4.1977,281,147,8713,5838186
Pitys,4.1948,278,147,8713,5838187
Pitys,19.12.14,280,147,383,5838188
Pitys,4.1947,278,147,8713,5838189
Pitys,4.1978,281,147,8713,5838190
Pitys,4.2112,258,147,8713,5838191
Pitys,4.1946,278,147,8713,5838192
Pitys,4.2133,261,147,8713,5838193
Pitys,4.1979,281,147,8713,5838194
Pitys,4.1945,278,147,8713,5838195
Pitys,4.2132,261,147,8713,5838196
Pitys,4.1980,281,147,8713,5838197
Pitys,4.1944,278,147,8713,5838198
Pitys,4.1943,278,147,8713,5838199
Pitys,4.1942,278,147,8713,5838200
Pitys,4.1981,281,147,8713,5838201
Pitys,4.2113,258,147,8713,5838202
Pitys,4.2131,261,147,8713,5838203
Pitys,4.2144,276,147,8713,5838204
Pitys,4.2143,276,147,8713,5838205
Pitys,4.1989,281,147,8713,5838206
Pitys,4.2125,276,147,8713,5838207
Pitys,4.2124,276,147,8713,5838208
Pitys,4.2123,276,147,8713,5838209
Pitys,4.1997,281,147,8713,5838210
Pitys,4.2120,258,147,8713,5838211
Pitys,4.2122,276,147,8713,5838212
Pitys,4.2125,261,147,8713,5838213
Pitys,4.2121,276,147,8713,5838214
Pitys,4.1998,281,147,8713,5838215
Pitys,4.2120,276,147,8713,5838216
Pitys,4.2119,276,147,8713,5838217
Pitys,4.2118,276,147,8713,5838218
Pitys,4.2117,276,147,8713,5838219
Pitys,4.1999,281,147,8713,5838220
Pitys,4.2116,276,147,8713,5838221
Pitys,4.2115,276,147,8713,5838222
Pitys,4.2114,276,147,8713,5838223
Pitys,4.2000,281,147,8713,5838224
Pitys,4.2113,276,147,8713,5838225
Pitys,4.2121,258,147,8713,5838226
Pitys,4.2112,276,147,8713,5838227
Pitys,4.2111,276,147,8713,5838228
Pitys,4.2001,281,147,8713,5838229
Pitys,4.2110,276,147,8713,5838230
Pitys,4.2002,281,147,8713,5838231
Pitys,4.1996,281,147,8713,5838232
Pitys,4.2119,258,147,8713,5838233
Pitys,4.2126,261,147,8713,5838234
Pitys,4.2126,276,147,8713,5838235
Pitys,4.2142,276,147,8713,5838236
Pitys,4.2141,276,147,8713,5838237
Pitys,4.2140,276,147,8713,5838238
Pitys,4.1990,281,147,8713,5838239
Pitys,4.2139,276,147,8713,5838240
Pitys,4.2138,276,147,8713,5838241
Pitys,4.2117,258,147,8713,5838242
Pitys,4.1991,281,147,8713,5838243
Pitys,4.2137,276,147,8713,5838244
Pitys,4.2136,276,147,8713,5838245
Pitys,4.2135,276,147,8713,5838246
Pitys,4.1963,273,147,8713,5838247
Pitys,4.2124,261,147,8713,5838248
Pitys,4.1992,281,147,8713,5838249
Pitys,4.2133,276,147,8713,5838250
Pitys,4.2132,276,147,8713,5838251
Pitys,4.2131,276,147,8713,5838252
Pitys,4.1993,281,147,8713,5838253
Pitys,4.2130,276,147,8713,5838254
Pitys,4.2127,261,147,8713,5838255
Pitys,4.2129,276,147,8713,5838256
Pitys,4.1994,281,147,8713,5838257
Pitys,4.2118,258,147,8713,5838258
Pitys,4.2128,276,147,8713,5838259
Pitys,4.2127,276,147,8713,5838260
Pitys,4.1995,281,147,8713,5838261
Pitys,4.2134,276,147,8713,5838262
Pitys,4.2030,276,147,8713,5838263
Pitys,4.2028,281,147,8713,5838264
Pitys,4.2119,261,147,8713,5838265
Pitys,4.1944,276,147,8713,5838266
Pitys,4.1943,276,147,8713,5838267
Pitys,4.2138,258,147,8713,5838268
Pitys,4.1942,276,147,8713,5838269
Pitys,4.2067,281,147,8713,5838270
Pitys,4.1941,276,147,8713,5838271
Pitys,4.1940,276,147,8713,5838272
Pitys,4.1939,276,147,8713,5838273
Pitys,4.2068,281,147,8713,5838274
Pitys,4.1938,276,147,8713,5838275
Pitys,4.1971,273,147,8713,5838276
Pitys,4.2069,281,147,8713,5838277
Pitys,4.1937,276,147,8713,5838278
Pitys,4.1936,276,147,8713,5838279
Pitys,4.1935,276,147,8713,5838280
Pitys,4.2070,281,147,8713,5838281
Pitys,4.1934,276,147,8713,5838282
Pitys,4.2108,261,147,8713,5838283
Pitys,4.1933,276,147,8713,5838284
Pitys,4.1932,276,147,8713,5838285
Pitys,4.2071,281,147,8713,5838286
Pitys,4.1931,276,147,8713,5838287
Pitys,4.2139,258,147,8713,5838288
Pitys,4.1930,276,147,8713,5838289
Pitys,4.2072,281,147,8713,5838290
Pitys,4.2066,281,147,8713,5838291
Pitys,4.1929,276,147,8713,5838292
Pitys,4.2109,261,147,8713,5838293
Pitys,4.1946,276,147,8713,5838294
Pitys,4.2110,261,147,8713,5838295
Pitys,4.1963,276,147,8713,5838296
Pitys,4.2060,281,147,8713,5838297
Pitys,4.1962,276,147,8713,5838298
Pitys,4.1961,276,147,8713,5838299
Pitys,4.1960,276,147,8713,5838300
Pitys,4.2061,281,147,8713,5838301
Pitys,4.1959,276,147,8713,5838302
Pitys,4.1958,276,147,8713,5838303
Pitys,4.1957,276,147,8713,5838304
Pitys,4.1956,276,147,8713,5838305
Pitys,4.2062,281,147,8713,5838306
Pitys,4.1955,276,147,8713,5838307
Pitys,4.1970,273,147,8713,5838308
Pitys,4.1954,276,147,8713,5838309
Pitys,4.2063,281,147,8713,5838310
Pitys,4.1953,276,147,8713,5838311
Pitys,4.1952,276,147,8713,5838312
Pitys,4.1951,276,147,8713,5838313
Pitys,4.1950,276,147,8713,5838314
Pitys,4.2064,281,147,8713,5838315
Pitys,4.1949,276,147,8713,5838316
Pitys,4.1948,276,147,8713,5838317
Pitys,4.1947,276,147,8713,5838318
Pitys,4.2065,281,147,8713,5838319
Pitys,4.1945,276,147,8713,5838320
Pitys,4.2107,261,147,8713,5838321
Pitys,4.1928,276,147,8713,5838322
Pitys,4.2073,281,147,8713,5838323
Pitys,4.2098,261,147,8713,5838324
Pitys,4.2081,281,147,8713,5838325
Pitys,4.2097,261,147,8713,5838326
Pitys,4.1932,259,147,8713,5838327
Pitys,4.1978,273,147,8713,5838328
Pitys,4.1933,259,147,8713,5838329
Pitys,4.2082,281,147,8713,5838330
Pitys,4.2096,261,147,8713,5838331
Pitys,4.1934,259,147,8713,5838332
Pitys,4.2095,261,147,8713,5838333
Pitys,4.2083,281,147,8713,5838334
Pitys,4.1979,273,147,8713,5838335
Pitys,4.1935,259,147,8713,5838336
Pitys,4.2094,261,147,8713,5838337
Pitys,4.1936,259,147,8713,5838338
Pitys,4.2084,281,147,8713,5838339
Pitys,4.2093,261,147,8713,5838340
Pitys,4.1937,259,147,8713,5838341
Pitys,4.1980,273,147,8713,5838342
Pitys,4.2085,281,147,8713,5838343
Pitys,4.2092,261,147,8713,5838344
Pitys,4.1938,259,147,8713,5838345
Pitys,4.2091,261,147,8713,5838346
Pitys,4.1981,273,147,8713,5838347
Pitys,4.2086,281,147,8713,5838348
Pitys,4.1931,259,147,8713,5838349
Pitys,4.1977,273,147,8713,5838350
Pitys,4.1930,259,147,8713,5838351
Pitys,4.2080,281,147,8713,5838352
Pitys,4.2140,258,147,8713,5838353
Pitys,4.1972,273,147,8713,5838354
Pitys,4.2106,261,147,8713,5838355
Pitys,4.2074,281,147,8713,5838356
Pitys,4.2141,258,147,8713,5838357
Pitys,4.2105,261,147,8713,5838358
Pitys,4.1973,273,147,8713,5838359
Pitys,4.2075,281,147,8713,5838360
Pitys,4.2104,261,147,8713,5838361
Pitys,4.2142,258,147,8713,5838362
Pitys,4.2076,281,147,8713,5838363
Pitys,4.1974,273,147,8713,5838364
Pitys,4.1964,276,147,8713,5838365
Pitys,4.2103,261,147,8713,5838366
Pitys,4.1975,273,147,8713,5838367
Pitys,4.2077,281,147,8713,5838368
Pitys,4.2102,261,147,8713,5838369
Pitys,4.2144,258,147,8713,5838370
Pitys,4.2101,261,147,8713,5838371
Pitys,4.2078,281,147,8713,5838372
Pitys,4.1928,259,147,8713,5838373
Pitys,4.2100,261,147,8713,5838374
Pitys,4.2079,281,147,8713,5838375
Pitys,4.1976,273,147,8713,5838376
Pitys,4.1929,259,147,8713,5838377
Pitys,4.2099,261,147,8713,5838378
Pitys,4.2143,258,147,8713,5838379
Pitys,4.2059,281,147,8713,5838380
Pitys,4.1965,276,147,8713,5838381
Pitys,4.1966,276,147,8713,5838382
Pitys,4.2010,276,147,8713,5838383
Pitys,4.2009,276,147,8713,5838384
Pitys,4.2037,281,147,8713,5838385
Pitys,4.2008,276,147,8713,5838386
Pitys,4.2007,276,147,8713,5838387
Pitys,4.2006,276,147,8713,5838388
Pitys,4.2038,281,147,8713,5838389
Pitys,4.2005,276,147,8713,5838390
Pitys,4.1967,273,147,8713,5838391
Pitys,4.2004,276,147,8713,5838392
Pitys,4.2039,281,147,8713,5838393
Pitys,4.2003,276,147,8713,5838394
Pitys,4.2002,276,147,8713,5838395
Pitys,4.2001,276,147,8713,5838396
Pitys,4.2040,281,147,8713,5838397
Pitys,4.2000,276,147,8713,5838398
Pitys,4.1999,276,147,8713,5838399
Pitys,4.2117,261,147,8713,5838400
Pitys,4.2041,281,147,8713,5838401
Pitys,4.1998,276,147,8713,5838402
Pitys,4.2130,258,147,8713,5838403
Pitys,4.1997,276,147,8713,5838404
Pitys,4.2042,281,147,8713,5838405
Pitys,4.2116,261,147,8713,5838406
Pitys,4.1996,276,147,8713,5838407
Pitys,4.2011,276,147,8713,5838408
Pitys,4.2036,281,147,8713,5838409
Pitys,4.2012,276,147,8713,5838410
Pitys,4.2035,281,147,8713,5838411
Pitys,4.2029,276,147,8713,5838412
Pitys,4.2028,276,147,8713,5838413
Pitys,4.2029,281,147,8713,5838414
Pitys,4.2027,276,147,8713,5838415
Pitys,4.2026,276,147,8713,5838416
Pitys,4.2025,276,147,8713,5838417
Pitys,4.2030,281,147,8713,5838418
Pitys,4.2024,276,147,8713,5838419
Pitys,4.2023,276,147,8713,5838420
Pitys,4.2022,276,147,8713,5838421
Pitys,4.2031,281,147,8713,5838422
Pitys,4.2021,276,147,8713,5838423
Pitys,4.1995,276,147,8713,5838424
Pitys,4.2020,276,147,8713,5838425
Pitys,4.2019,276,147,8713,5838426
Pitys,4.2018,276,147,8713,5838427
Pitys,4.2128,258,147,8713,5838428
Pitys,4.2017,276,147,8713,5838429
Pitys,4.2033,281,147,8713,5838430
Pitys,4.2016,276,147,8713,5838431
Pitys,4.2118,261,147,8713,5838432
Pitys,4.2034,281,147,8713,5838433
Pitys,4.2015,276,147,8713,5838434
Pitys,4.2014,276,147,8713,5838435
Pitys,4.2013,276,147,8713,5838436
Pitys,4.2129,258,147,8713,5838437
Pitys,4.2032,281,147,8713,5838438
